Company,Count
"Wilber and Associates, P.C.",226
Driveway Finance Corporation,226
"M.A.R.S., Inc.",226
"Bridge IT, Inc.",226
"Machol & Johannes, LLC",226
"Professional Placement Services, LLC",225
"Palm Beach Credit Adjustors, Inc",225
"Credit Technologies, Inc.",224
"Kelsting Group, Inc.",224
"Lennar Financial Services, LLC",223
"Receivable Solutions, Inc.",223
"Sortis Financial, Inc.",222
"CREDIT BUREAU OF NAPA COUNTY, INC.",222
Mercury Financial Intermediate LLC,222
Van Ru Credit Corporation,221
Louisiana Recovery Services Inc.,221
"Collections Acquisition Company, Inc.",221
Premium Credit Bureau,221
Green Square Company LLC.,221
"Frederick J. Hanna & Associates, P.C. (closed)",221
Turning Point Solutions LLC,221
United Student Aid (USA) Funds,220
DigniFi,220
CONGRESS COLLECTION CORP,220
"Progressive Financial Services, Inc.",220
"Central States Recovery, Inc.",219
The J. G. Wentworth Company,219
One Source Technology,219
Commercial Recovery Systems,218
"Admin Recovery, LLC",217
LAND HOME FINANCIAL SERVICES,217
CITY NATIONAL BANK,217
Chrysalis Holdings LLC,217
Ameritech Financial,217
BlockFi Inc,217
Chime Inc.,217
Credit Service International Corp,216
InDebted Corporation,216
"PLS GROUP, INC",216
Wolf River Development Company,216
"ARC Management Group, LLC",216
"Auto Trakk, LLC",215
NORTHWEST BANCSHARES INC,215
Immediate Credit Recovery,215
"Sa-Vit Enterprises, Inc.",214
Waterfall Revenue Group,214
Credit Card Acquisitions Group,214
MiraMed Revenue Group LLC,213
"J J Marshall & Associates, Inc",213
"Vital Solutions, Inc.",213
"SMITH, ROUCHON & ASSOCIATES, INC.",213
U.S. Auto Sales Inc.,212
"Federal Adjustment Bureau, Inc.",212
CHERRY TECHNOLOGIES INC.,212
"Arcadia Holdings, LLC",210
North American Credit Services,210
National Business Factors,210
STERLING BANCORP,210
Integrated Recovery Services,209
MidAmerica Mortgage Inc,209
"Leafy Financial, LLC",209
"CrossCheck, Inc.",209
SECURITY CREDIT SYSTEMS INC,208
"Nationwide Capital Services, LLC",208
Sarma,207
"The Thomas Agency, Inc.",207
"PRIMELENDING, A PLAINSCAPITAL COMPANY",207
"Valentine and Kebartas, Inc.",206
Informative Research,206
"Uprova Credit, LLC",206
"AMERICAN ADJUSTMENT BUREAU,INC.",206
Activehours,205
Sunlight Financial LLC,205
Nationwide Credit Corporation,205
Oliver Adjustment Co.,204
SECURITY SERVICE FEDERAL CREDIT UNION,204
"Valon Technologies, Inc.",204
"Alliance Collection Agencies, Inc.",203
IOWA STUDENT LOAN LIQUIDITY CORPORATION,203
"Thunderbird Collection Specialists, Inc.",203
"PINNACLE RECOVERY, INC.",202
ASTA FUNDING INC.,202
"FIRST INTERSTATE BANCSYSTEM, INC.",202
Crow Creek Sioux Tribe,202
Hollis Cobb Associates,201
"VIRTUOSO SOURCING GROUP, LLC.",201
"First Financial Resources, Inc.",200
Kohn Law Firm S.C.,200
"NOVAD Management Consulting, LLC",200
"Community Health Investment Company, LLC.",200
"Sunset Management, Inc",199
"Klima, Peters & Daly, P.A.",199
Revenue Recovery Corporation,198
NATIONAL DEBT RELIEF LLC,198
INVESTORS BANK,198
"Professional Medical Management, Inc.",198
LendUp Loans LLC,198
"Solomon and Solomon, P.C.",198
"Aldridge Pite, LLP",197
Profit Services Group,197
"Healthcare Collections-I, LLC",197
Oracle Financial Group LLC.,197
"Property Receivables, Corp",197
"Innovate Managed Holdings, LLC",197
"Brown and Joseph, Ltd",196
"Mountain Land Collections, Inc.",196
"Credit Service Company, INC",196
"All State Credit Bureau, Inc.",195
"Sensible Auto Lending, LLC",195
Revenue Assistance Corporation dba Revenue Group,195
SCOTTRADE BANK,195
"UNITED BANKSHARES, INC.",195
Oklahoma Student Loan Authority,195
FRESNO CREDIT BUREAU,194
"Accscient, LLC",193
"Porsche Financial Services, Inc.",193
"Investment Retrievers, Inc.",192
"Aldridge PIte Haan, LLP",192
"CUSTOMERS BANCORP, INC",192
"Atlantic Union Bankshares, Inc.",192
DHI Mortgage Company,192
"Galaxy Capital Acquisitions, LLC",191
AmeriCash Holding LLC,191
"Data and Contact Management Solutions, LLC",190
"National Commercial Services, Inc",190
Ceannate,189
CCM Finance LLC,189
Nelson and Kennard,188
"Accelerated Financial Solutions, LLC",188
Grow Credit Inc,188
"APPLE FINANCIAL HOLDINGS, INC.",188
Credit Bureau Services Association,187
United Consumers Inc,187
"EZCORP, INC.",187
Alabama Housing Finance Authority,187
"Stillman, P.C. d.b.a. Stillman Law Office",186
"CashRepublic Holdings, Inc.",186
"American Financial Resources, Inc.",186
Unlimited Progress Corp,185
"APEX Asset Management, LLC",185
BANKERS HEALTHCARE GROUP LLC,184
D2 Management LLC,184
"FIRST MIDWEST BANCORP, INC.",183
"COLLECTION SERVICES OF ATHENS, INC.",183
QC HOLDINGS INC,183
NVR INC.,182
"Lewis, McDonnell & Associates",182
LendingUSA,182
"COMMUNITY FINANCIAL SYSTEM, INC.",182
"RMS-Recovery Management Services, Inc.",181
Foursight Holding LLC,181
"GMA Investments, LLC",181
Union Home Mortgage Corp,181
"EVERGREEN PROFESSIONAL RECOVERIES, INC.",181
Renton Collections Inc.,181
U.S. Auto Credit Corporation,180
"M. G. Credit, Inc.",180
"Consumer Financial Services Solutions, Inc.",180
RENASANT CORPORATION,180
"McCalla Raymer Leibert Pierce, LLC",180
"Love, Beal & Nixon, P.C.",179
Southwest Business Corporation,179
Massachusetts Educational Financing Authority,179
"S&S Physician Services, Inc.",179
"Glass Mountain Capital, LLC",179
"Coast to Coast Financial Solutions, Inc.",178
MIDCOUNTRY FINANCIAL CORP,178
Zip Co US Inc.,178
"Cawley & Bergmann, LLP",177
"Law Offices of Robert J. Colclough, III",176
"IMPAC MORTGAGE HOLDINGS, INC.",176
"States Recovery Systems, Inc.",176
"Hayt Hayt & Landau, P.L. (FL)",176
Supreme Lending,175
"BCA Financial Services, Inc.",175
FIRST HERITAGE CREDIT LLC,175
"Absolute Recovery Services, LLC",174
Kentucky Higher Education Assistance Authority,174
RJM ACQUISITION LLC,173
"Porania, LLC",173
"MB FINANCIAL, INC.",173
"Tenaglia & Hunt, PA",172
"Orions Management Group, LLC",172
"Credit Collections U.S.A., L.L.C.",172
"Levy & Associates, LLC",172
"RAS LaVrar, LLC",172
Cornerstone Home Lending Inc.,172
"AC AutoPay LLC, Denver, CO Branch",170
SAN DIEGO COUNTY CREDIT UNION,170
"Service Finance Holdings, LLC",170
"Branch Messenger, Inc.",170
Academy Mortgage Corporation,170
"Consolidated Information Services Solutions, LLC",169
"Nations Direct Mortgage, LLC",169
Terrill Outsourcing Group,169
"The Stark Collection Agency, Inc.",168
D. SCOTT CARRUTHERS,168
"Apelles, LLC",168
MORTGAGE SOLUTIONS OF COLORADO,168
QUALITY ACCEPTANCE LLC,168
The Moore Law Group,167
AMERICAN INTERNET MORTGAGE,167
"Integrity Solution Services, Inc.",166
"Go Capital Holdings, LLC",165
Denefits LLC,165
"COLLECTIONS USA, INC.",165
SANTANDER BANCORP,165
GLOBAL CREDIT UNION,165
Continental Credit Control,165
Financial Corporation of America,165
"CreditNinja Lending, LLC",164
"Worldwide Processing Group, LLC",164
Universal Recovery Corporation,164
"College Ave Student Loan Servicing, LLC",164
"Weber & Olcese, PLC",163
"Paradigm Assets, LLC",162
"Eagle Accounts Group, Inc.",162
"HEAD MERCANTILE CO., INC.",162
"Law Office of Brett M. Borland, P.C.",161
"AppFolio, Inc.",161
"Midwest Fidelity Services, LLC",161
Finance of America Mortgage LLC,160
"Americor Funding, LLC",160
"Arbor Professional Solutions, Inc.",160
FIRST REPUBLIC BANK,160
Suburban Credit Corporation,160
"Deinde Online Services, LLC",159
"Bay Area Receivables, Inc",159
KINGS CREDIT SERVICES,159
"PulteGroup, Inc.",158
"Avid Acceptance, LLC",158
"Mercury Technologies, Inc.",158
Marauder Corporation,158
STONEGATE MORTGAGE CORPORATION,158
"Blakely-Witt and Associates, Inc.",158
"UHG, LLC",158
Deutsche Bank,157
KeyBridge Medical Revenue Management,157
Bright Capital Inc,157
Servatus Corporation,157
"FEDChex Recovery, LLC",156
"STONELEIGH RECOVERY ASSOCIATES, LLC",156
"Lyons, Doughty & Veldhuis, PC",156
"WINN LAW GROUP, APC",156
"Pollack & Rosen, P.A.",155
Retail Merchants Associates,155
"Nevada Credico, Inc.",155
"Arnold Scott Harris, P.C.",155
"Ascension Point Recovery Services, LLC",155
"Professional Adjustment Corp. of S.W. FL., Inc.",155
"United Resource Systems, Inc",154
"EMCC Holdings, LLC",154
"Stuart-Lippman and Associates, Inc",154
Lincoln Educational Services Corporation,153
"WESBANCO BANK, INC.",153
"Keynote Consulting, Inc.",151
"Applied Business Services, Inc.",151
"Rent Recover, LLC",151
"FlexShopper, Inc",151
FMS Inc.,151
Merchants Credit Corporation,151
"Recovery One, LLC",151
Global Trust Management LLC,150
"Roadrunner Account Services, LLC",150
"National Recoveries, Inc.",149
"Oxford Law, LLC",149
"TriVerity, Inc.",149
ZARVAD III S.A.,149
"Merchants & Medical Adjustment Bureau, Inc. dba Credit Bureau Associates",149
ACCESS GROUP INC.,148
Minto Financial dba Minto Money,148
NBT BANCORP INC.,148
"Arivo Acceptance, LLC",147
"Account Discovery Systems, LLC",147
EMBRACE HOME LOANS,147
"Eagle Financial Services, Inc.",146
"National Principal Group, LLC",146
"HILLTOP HOLDINGS, INC",146
"Fein, Such, Kahn & Shepard, P.C.",145
"Diaz & Associates, Inc.",145
"Figure Technologies, Inc",145
"Atlas Credit Company, Inc.",145
SIERRA PACIFIC MORTGAGE,145
Mar Joe Enterprises,145
"The Regional Adjustment Bureau, Incorporated",145
"Green & Sons Agency, Inc.",144
"Overton, Russell, Doerr and Donovan, LLP",144
"COLLECTECH DIVERSIFIED, INC.",144
Metro Collection Service Inc.,144
CREDIGY USA CORP.,144
"Fairway Capital Recovery, LLC",143
"Manhattan Beach Venture, LLC",143
AUTOMOBILE ACCEPTANCE CORPORATION,143
"JTM Capital Management, LLC",143
"National Recovery Solutions, LLC",142
High Point Asset Inc,142
"Servicing Solutions, LLC",141
Nations Recovery Center,141
Fidelity Properties Inc.,141
BANNER CORPORATION,141
"Nationwide Biweekly Administration, Inc.",141
"Preferred Collection and Management, Inc.",139
"MUTUAL OF OMAHA MORTGAGE, LLC",138
"Castle Credit Co Holdings, LLC, Chicago, IL Branch",138
Access Receivables of NC Inc.,138
NEW YORK STATE HIGHER EDUCATION SERVICES CORPORATION (HESC)—,138
Pacific Credit Exchange Corporation,137
Consumer Financial Services,137
Starmark Financial LLC,136
"Ballybunion Enterprises, Inc",136
"Creditor's Collection Service, Inc.",136
"CASH AMERICA INTERNATIONAL, INC.",136
American Student Assistance,136
YSA ARM LLC DBA Oxygen XL,135
NEW CITY FUNDING CORP.,135
Kirschenbaum & Phillips P.C,135
"Brightfunders, LLC",135
AMERICAN PACIFIC MORTGAGE,135
ARM WNY LLC,134
GRANITE STATE MANAGEMENT & RESOURCES,134
COLORADO HOUSING AND FINANCE AUTHORITY,133
Amscot Corporation,133
SoLo Funds Inc.,133
"Southern Credit Recovery, Inc.",133
"Eastpoint Recovery Group, Inc",133
UNITED COMMUNITY BANK,132
"Flexible Finance, Inc.",132
Essential Lending Inc,132
"Reliable Credit Association, Inc.",132
"Neighborhood Assistance Corporation of America (""NACA"")",132
"Med-1 Solutions, LLC",131
UBS BANK USA,131
"Collection Professionals, Inc.",131
"Mcburberod Financial, Inc. d/b/a SeedFi",131
REVERSE MORTGAGE INVESTMENT TR,130
TCF FINANCIAL CORPORATION,130
NATIONWIDE ACCEPTANCE LLC,130
"Northern Trust Company, The",130
"DRB-40, LLC",130
Global Recovery Group,130
"Vengroff Williams, Inc",130
USI Solutions Inc.,130
"LendKey Technologies, Inc.",129
Credit Adjustments Inc,129
"Express Collections, Inc.",129
Lendbuzz Inc.,129
Mutual Management Services LLC,129
"First Help Financial, LLC",128
BEACON FINANCIAL CORPORATION,128
"Collection Receivables, Inc.",128
American Recovery Service Incorporated,128
"Andreu, Palma & Andreu, PL",128
"TRIAD FINANCIAL SERVICES, INC.",128
"Constar Financial Services, LLC",127
Mullooly Jeffrey Rooney & Flynn,126
"Universal Account Servicing, LLC",126
"Ingo Money, Inc.",126
"TEXAS CAPITAL BANCSHARES, INC.",126
"On-Site Manager, Inc.",125
"Tilt Finance, Inc.",125
"Cornerstone Holdings, Inc.",125
The Aligned Company DBA Extra,125
"Kramer & Frank, P.C.",125
Concord Resolution Inc (Closed),125
"Alpine Credit, Inc",125
"Stallings Financial Group, Inc.",125
United Credit and Collections Inc.,125
"Stanislaus Credit Control Service, Inc.",125
JAMES B. NUTTER & COMPANY,124
NCSPLUS INCORPORATED,124
"Coastal Credit, LLC",124
"Peter Roberts & Associates, Inc.",124
"Receivables Outsourcing, Inc.",124
Lien Enforcement Inc,124
Everest Receivable Services Inc.,124
Armada Corp.,124
DOLLAR MUTUAL BANCORP,122
MS SERVICES LLC,122
Meta Payments Inc.,122
LENDER LIVE,122
Business & Professional Collection Service Inc,122
"Relay Financial (US), Corp.",122
"NPAS, Inc.",122
"Gitsit Solutions, LLC.",120
CATHAY BANK,120
"Shermeta Law Group, PLLC",120
"HOME BANCSHARES, INC.",120
"Cash Express, LLC",120
"Mid-South Adjustment Co., Inc.",119
"Eagle Home Mortgage, LLC",119
"BWW Law Group, LLC",118
"Trojan Professional Services, Inc.",118
OpenRoad Lending,118
"Capital Link Management, LLC",118
Financial Accounts Service Team Inc.,118
"Paramount Capital Group, Inc.",118
Forest Recovery Services LLC,117
"Ridge & Valley Realty, Inc.",117
State Home Mortgage,117
"Roosen, Varchetti & Olivier, PLLC",117
FIRST FINANCIAL BANCORP,117
Sierra Holdings LLC,117
"AUSSRQ Holdings, LLC",116
GLOBAL SOLUTION BIZ LLC.,116
LOAN TO LEARN,116
"AAA Auto Title Loans, LLC",116
Garrison Investment Group,116
"Stern Recovery Services, Inc.",116
"College Foundation, Inc.",116
"Law Offices of Hayt, Hayt & Landau, LLC",116
"C.Tech Collections, Inc.",115
"SF VAGO, LLC",115
"CARCO Group, Inc.",115
CREDICO. INC,115
"Finance System of Richmond, Inc.",115
FIRST MERCHANTS CORPORATION,115
"JDJ Investments, INC.",115
LAKE MICHIGAN CREDIT UNION,114
"ClearOne Advantage, LLC",114
"Recovery Solutions Group, LLC",114
"DailyPay, Inc",114
"DLC, LLC",114
COOLEY ENTERPRISES INC,114
"ESCALLATE, LLC",114
"Prospect Mortgage, LLC",113
TSC Accounts Receivable Solutions,113
"Round Up Ventures, L.P.",112
"National Credit Services, Inc.",112
"Consolidated Recovery Group, LLC",112
NATIONS LENDING CORPORATION,112
Tormey Bewley Corporation,112
"North State Acceptance, LLC",112
"Caneel Capital, LLC",111
"ROC Asset Solutions, LLC",111
"Steel River Systems, LLC",111
"Automatic Data Processing, Inc.",111
"Clear Debt Solutions, LLC",111
Security National Automotive Acceptance,111
FIRST HOME MORTGAGE CORPORATION,110
Loqbox US Inc,109
CARVANT FINANCIAL LLC,109
ZuntaFi Corp,108
"McNeil & Meyers Asset Management Group, LLC",108
"LCO Financial Services, LLC",108
Garcadia Financial LLC,108
Critical Resolution Mediation LLC,108
"Capital Markets Cooporative, LLC",108
TFC Credit Corporation of California,107
Smith Debnam Narron Drake Saintsing & Myers LLP,107
"Pinnacle Asset Management, LLC",107
"The Savings Group, Inc.",107
"Momnt Technologies, Inc.",107
"Farrell Holdings, LLC",107
Dream Center Education Holdings,107
MAJR Financial Corp,107
"Healthcare Receivables Group, Inc.",106
"CARS Acquisition, LLC",106
360 MORTGAGE GROUP LLC,106
"Midstate Collection Solutions, Inc.",106
Credit International Corporation,106
"RABOBANK, NATIONAL ASSOCIATION",106
"A & O Recovery Solutions, LLC",105
"Phelan Hallinan Diamond & Jones, PC",105
EQUITY LOANS LLC,105
Weinberg Mediation Group LLC,105
"RICHLAND HOLDINGS, INC.",105
"American Collection Services, Inc. (OK, TX)",105
"Blatt, Hasenmiller, Leibsker & Moore, LLC",105
AAA Collections,104
"Click n' Close, Inc.",104
"Auto Now Financial Services, Inc., Phoenix, AZ Branch",104
"Southern Oregon Credit Service, Inc.",104
"AR Resources, Inc. (FL)",104
"Midwest Loan Services, Inc.",104
"Nathan & Nathan, P.C.",103
"Sparrow Financial, Inc.",103
"New Century Financial Services, Inc.",103
Diversified Acceptance Corporation,102
"Revenue Enterprises, LLC",102
AMERICAN NEIGHBORHOOD MORTGAGE,102
INTERCONTINENTAL CAPITAL GROUP,102
Tulsa Adjustment Bureau,102
"MST Financial Services, L.L.C.",102
"Sherloq Group, Inc",102
EASTERN BANKSHARES INC,102
RockLoans Holdings LLC,101
"American Capital Enterprises, Inc.",101
"Credit Counsel, Inc.",101
"Hatfield, Inc.",101
ROYAL UNITED MORTGAGE LLC,100
"Commercial Trade, Inc.",100
Credit Bureau of Carbon County,100
"JNR Adjustment Company, Inc",100
"Credit Bureau of the South, Inc.",100
"Certified Credit Reporting, Inc.",99
Debt Co LLC,99
MEI AUTO FINANCE INC,99
"Lentegrity Management, LLC",99
"Uetsa Tsakits, Inc. d/b/a MaxLend",98
"DIRECMANAGEMENT, INC.",98
Merchants Acceptance Corp,98
Account Management Resources,98
TEXAS HIGHER EDUCATION COORDINATING BOARD,97
GREENSTATE CREDIT UNION,97
"JP RECOVERY SERVICES, INC.",97
ATLANTIC BAY MORTGAGE GROUP LLC,97
"AMERINATIONAL COMMUNITY SERVICES, INC.",97
"Focused Recovery Solutions, Inc.",97
"BALANCED HEALTHCARE RECEIVABLES, LLC",96
"United Accounts, Inc.",96
Mortgage Lenders Investment Trading Corp,96
CONRAD CREDIT CORPORATION,96
"BRite Financial Services, Inc.",96
Premier Auto Credit,96
Collection Management Company,96
"Berman & Rabin, P.A.",96
"Strategic Financial Solutions, LLC",95
"NCP Holdings, L.P.",95
"COLLECTION ASSOCIATES, LTD.",95
NETWORK CAPITAL FUNDING CORP,95
"Nationwide Debt Management Solutions, LLC",95
FINEX Group LLC,95
Screening Reports Inc.,95
"CENTRAL BANCOMPANY, INC",95
"Augusta Collection Agency, Inc.",94
Indie Technology DBA Found,94
"Account Services Collections, Inc",94
Action Collection Service,94
"Delray Capital, LLC",94
Advance Bureau of Collections,94
Mnet Financial Inc,94
Collection Service of Nevada,94
WESTERN ALLIANCE BANCORPORATION,94
UNITED AUTO ACCEPTANCE,93
"Autovest, L.L.C.",93
Orion Capital Solutions LLC,93
Mediation Recovery Center,93
Novo Platform Inc.,93
Granite Edvance Corporation,93
"Jacob Law Group, PLLC",93
"Scheer, Green & Burke L.P.A.",93
"BetterNOI, LLC",92
"Todd, Bremer & Lawson, Inc.",92
"United Debt Holdings, LLC",92
"Tri-State Adjustments, Inc.",92
"SRA Associates, Inc.",92
"Malen & Associates, p.c.",92
"National Account Systems of Omaha, LLC",91
"CB1, Inc.",91
"S & S Recovery, Inc.",91
"RSH & Associates, LLC",91
"Special Financing Company, LLC",91
VIRGINIA HOUSING DEVELOPMENT AUTHORITY,91
STANDARD MORTGAGE CORPORATION,91
"Credit Consulting Services, Inc.",91
"Acra Intermediate Holdings, LLC",90
NATIONWIDE ADVANTAGE MORTGAGE COMPANY,90
"Receivable Collection Services, LLC",90
"ULRS, Inc.",90
Automated Accounts Management Services,90
Bronstein & Weiss Arbitration,89
"3rd Generation, Inc.",89
"Voss & Klein, LLC",89
Siwell Inc,89
"Green Trust Cash, LLC",89
N26 Inc.,89
"Professional Claims Bureau, Inc.",89
"Merchants Credit Bureau, Inc.",88
"Unique Management Services, Inc",88
TOWNE MORTGAGE COMPANY,88
"Lamont, Hanley & Associates, Inc.",88
NAM National Arbitration and Mediation,88
"CREDIT WORLD SERVICES, INC.",88
Glacier Bancorp Inc.,88
"Specialized Collection Systems, Inc.",88
eToro USA LLC,88
"Miller, Stark, Klein and Associates",88
"Lustig, Glaser & Wilson, P.C.",88
Guglielmo and Associates,87
"Finance System of Toledo, Inc.",87
"CarFinance Capital LLC, Irvine, CA Branch",87
RELIANCE FIRST CAPITAL LLC,86
Revenue Assurance Professionals LLC,86
"Illinois Collection Service, Inc.",86
Veripro Solutions Inc.,86
"Hauge Associates, Inc.",86
Sunnova Energy Corporation,86
PCR Group,86
CountryPlace Acceptance Corporation,86
"OUT TECH, INC.",86
"Synter Resource Group, LLC.",85
"Midwest Credit & Collection, Inc.",85
LCS FINANCIAL SERVICES CORPORATION,85
Centron Services,85
Debt Management Incorporated,85
Eaton Group Attorneys LLC,85
"Benuck & Rainey, Inc.",85
"Rauch-Milliken International, Inc.",85
Arcon Credit Solutions LLC,85
Circle Internet Financial,85
Ascent Holding Co,84
"DApps Platform, Inc.",84
"Collection Service Center, Inc.",84
INDEPENDENT BANK CORP.,84
"Account Management Services, Inc.",84
"Law Offices Howard Lee Schiff, P.C.",84
"SUMMIT FUNDING, INC.",84
"Flatonia Investments, LLC",84
"PatientFi, LLC",84
"Action Financial Services, LLC",84
"Concentric Receivables Management, Ltd.",84
CIBC BANCORP USA INC.,84
"Business Revenue Systems, Inc.",83
Abra,83
"Perpay, Inc.",83
"Equidata, Inc.",83
"RevSolve, Inc.",83
Zenith Financial Network Inc,82
"Sessoms & Rogers, P.A.",82
"Allgate Financial, LLC",82
"CCB Credit Serivces, Inc",82
"ALEXANDER-ROSE ASSOC, INC.",82
