company,count
"Action Collection Agencies, Inc.",15
GRANDVIEW FINANCIAL SERVICES INC.,15
"Eagle Recovery Associates, Inc.",15
"Genesys National Recovery, Inc.",15
"Palisade Legal Group, PLLC",15
A-L FINANCIAL CORP,15
Allied Financial Services Inc,15
PACIFIC WESTERN BANK,15
Capital Asset Recovery INC DBA Jacobson and Wright,15
MCT GROUP INC.,15
"National Debt Holdings, LLC",15
"Midwest Service Bureau, Inc.",15
"Above Lending, Inc.",15
Reliant Financial Corporation,15
"Credit Bureau of Jamestown, Inc.",15
Collection Consultants of California,15
Palisades Funding Corporation,15
"Personal Cash Loans of SC, Inc.",15
Tenant Data Services Inc,15
"BDF Partners, PC",15
"Integrity Funding Ohio, LLC",15
ARM Professional Services LLC,15
"ACI Worldwide, Corp.",15
CountryPlace Acceptance Corporation,15
Home American Mortgage Corp,15
"E MORTGAGE MANAGEMENT, LLC",15
"Money Management International, Inc.",15
"Midwest Credit & Collection, Inc.",15
"WATERMARK CAPITAL, INC.",14
"BANKUNITED, NATIONAL ASSOCIATION",14
"BANC OF CALIFORNIA, INC.",14
Auto Credit of Virginia Inc.,14
Carma Enterprises Inc,14
Edge Home Finance Corporation,14
"Hometap Equity Partners, LLC",14
BUCKEYE FINANCIAL SERVICES OF ALLIANCE INC.,14
"The Law Offices of Frederic I. Weinberg & Associates, P.C.",14
"STERLING JEWELERS, INC.",14
Prime Recovery LLC,14
"D.S. Erickson & Associates, PLLC",14
"Local Management, LLC",14
"COLLECTION SERVICES OF ATHENS, INC.",14
"WestGen Lending, a DBA of Beckam Funding",14
"Portnoff Law Associates, Ltd.",14
"Consuegra & Duffy, P.L.L.C.",14
"Barnhall Financial Services, Inc.",14
"Waddell Serafino Geary Rechner Jenevein, PC",14
"Innovative Funding Services, L.L.C.",14
BHFC Financial Services INC,14
"Goodman Frost, PLLC",14
Allied Consulting Services LLC,14
"OCMBC, Inc",14
Concerto Card Company,14
KEYSTONE EQUIPMENT FINANCE CORP.,14
"Phoenix Health Care Management Services, Inc.",14
Sombrero Capital LLC,14
Siwell Inc,14
"Inflection.com, Inc.",14
"Mitsubishi Motors North America, Inc.",14
950 Credit Inc,14
"Buckles & Buckles, P.L.C.",14
Leaders Financial Company,14
"American Financial Resources, Inc.",14
"ASSURANCE FINANCIAL GROUP, LLC",14
Unity Asset Management,14
"Automotive Management Services, Inc.",14
"MST Financial Services, L.L.C.",14
West Central Texas Collection Bureau,14
RANGE CREDIT BUREAU INC,14
Lewis & Clark Capital LLC,14
FIRST FOUNDATION INC.,14
Unified Global Solutions LLC,14
TOLL BROTHERS INC,14
Audit & Adjustment Co. Inc.,14
Citizens Debt relief LLC,14
"New Hampshire Northeast Credit Services, Inc.",14
"Kabompo Holdings, Ltd.",14
"Professional Medical Management, Inc.",14
ACRANET INC,14
"Lefkoff, Rubin, Gleason, Russo & Williams, P.C.",14
"TRUEBILL, INC",14
"The Nguyen Law Firm, PLC",14
"Splash Financial, Inc.",14
"IDT Telecom, Inc",14
"Exodus Movement, Inc.",14
Plastiq Inc.,14
Primus Law PC,14
Funding Metrics LLC,14
"Vanguard Financial Services, Inc.",13
APG Financial Inc,13
"Child Support Recovery Services, Inc.",13
"UNIFOUR FINANCIAL SERVICES, LLC",13
Expert Credit Sweeps,13
Debt Solutions LLC,13
Sterling Credit Corp.,13
Northstar Legal Group LLC,13
"Pinnacle Credit Services, LLC",13
"The Lueder Law Firm, LLC",13
"Adonis Auto Group, LLC",13
"Rosegate Mortgage, LLC",13
"Finance System of Toledo, Inc.",13
"Law Offices of Robert A. Schuerger Co., LPA",13
Titan Solutions Group LLC,13
Easyknock,13
"Credit Technology, Inc.",13
"Live Oak Financial, Inc",13
"EMG ACQUISITION GROUP, LLC",13
GOLD STAR MORTGAGE FINANCIAL,13
"Churchill Holdings, Inc.",13
WOOD FINANCE INC DBA PREMIER ACCEPTANCE,13
TENET HEALTHCARE CORPORATION,13
"Omni AR, LLC",13
Friendly Finance Corporation,13
"MCU Holdings, LLC",13
"FirstCash, Inc.",13
IPAC'S Inc.,13
Smart Finance Inc dba Fishtail Financial,13
"Credit Clearing House of America, Inc.",13
"Peritus Portfolio Services II, LLC",13
"UNIVERSAL COLLECTION SYSTEMS, INC",13
"Riverview Law Office, PLLC",13
"American Collection Systems, Inc.",13
T2 Financial LLC,13
"Parkway Financial Group, LLC",13
"NEXBANK CAPITAL, INC.",13
NEW YORK STATE HIGHER EDUCATION SERVICES CORPORATION (HESC)—,13
"Blend Labs, Inc.",13
"TriPoint Lending, LLC",13
"Fleet Financial, Inc.",13
COLLECTIONS UNLIMITED OF TEXAS INC,13
"National Finance Company, Inc.",13
"Credit Bureau Data, Inc.",13
"Advantage Auto Sales, Inc.",13
"Law Offices of Robert S. Gitmeid & Associates, PLLC",13
"Caribou Financial, Inc.",13
"Kiavi, Inc.",13
Windham Equity Company,13
UNITED CREDIT CORP. OF SOUTHAVEN,13
"Gitsit Solutions, LLC.",13
"GUARDIAN CAPITAL MANAGEMENT HAWAII, LLC",13
"Modlin Slinsky, P.A.",13
"Klover Holdings, Inc.",13
"Butler, Butler & Rowse-Oberle, P.L.L.C.",13
"Aubrey Thrasher, LLC",13
"Trott Law, P.C.",13
Universal Fidelity LP,13
"August Real Estate Investments, LLC",13
Accelerated Receivables Solutions,13
TOTAL MORTGAGE SERVICES LLC,13
"TRANSCARD, LLC",13
STATEWIDE AUTO SALES,13
"Lima One Capital, LLC",13
"EAGLE BANCORP, INC.",13
On Q Financial,13
Sklar Law LLC,13
"American Management Services, Inc.",12
"WVH, LLC",12
Greenwood and Allen Financial,12
"Southern Credit Adjusters, Inc.",12
WATERSTONE MORTGAGE CORPORATION,12
"Global Asset Agency, Inc.",12
Collection Bureau of Walla Walla,12
"BAY COUNTRYCONSUMER FINANCE,INC.",12
2233 Paradise Road LLC,12
Modoc Tribe Financial Services Authority,12
Financial Network Recovery Inc,12
"PACE Funding Group, LLC",12
"Valley Credit Service, Inc. (OR)",12
"Bernhardt and Strawser, P.A.",12
Accounts Receivable Inc.,12
Nations Info Corp,12
Lacy Katzen LLP,12
"KILOWATT FINANCIAL, LLC, A SPRUCE FINANCE COMPANY",12
"Financial Filing & Reporting, Inc.",12
"GCFS, INC.",12
"Champions Funding, LLC",12
"Cohen & Cohen Law, LLC",12
Independent Savings Plan Co.,12
"CREDIT BUREAU OF NAPA COUNTY, INC.",12
Franklin Financial  Corporation,12
"Accredited Collection Service, Inc.",12
"PMT Solutions, LLC.",12
Pappas Hayden Westberg & Jackson PC,12
"Computer Credit, Inc.",12
"Hollins & McVay, P.A.",12
WEBULL PAY HOLDINGS (US) INC,12
"FIRST COMMUNITY MORTGAGE, INC.",12
"Sprechman & Associates, P.A.",12
Peoples Financial Corp.,12
Moneytree Inc,12
Armcon Corp,12
"Celebrity Financial, Inc.",12
"Burns Auto Credit, LLC",12
Sound Collection Services,12
"CFAM Financial Services, LLC",12
" Lippman Recupero, LLC",12
"Equity Sales Finance, Inc.",12
Capital Recovery Corporation,12
"Doyle & Hoefs, LLC",12
Granite Bay Acceptance Inc.,12
"West Capital Lending, Inc.",12
"Creditors' Protection Service, Inc.",12
Revolution Financial Inc.,12
"Creative Finance, Inc.",12
Rodenburg LLP,12
"Credit Collections U.S.A., L.L.C.",12
"Certified Services, Inc.",12
Monevo Inc,12
"Professional Claims Bureau, Inc.",12
Dividend Finance Inc.,12
"TexCap Financial, LLC",12
"Healthcare Collections-I, LLC",12
Metacorp LLC,12
Keystone Law LLC,12
"Financial Freedom Group, LLC",12
UMPQUA HOLDINGS CORPORATION,12
Union Credit Corporation,12
BEAL FINANCIAL CORPORATION,12
"CDI Affiliated Services, Inc.",12
"Star Loans of Texas, Inc.",12
"DEBT 0, INC",12
"MEMBER FIRST MORTGAGE, LLC",12
"Summit Collection Services, Inc.",12
LCB Rent Reporting Ltd.,12
Central Collection Corporation,12
Range View Management LLC,11
"Center Street Finance, LP dba CSF Servicing",11
"CDS Debt Relief, LLC",11
Home Credit Corp. Inc.,11
"iQuantified Management Services, LLC",11
"TNT Financial, Inc.",11
FIRST CREDIT FINANCE,11
CSO Financial,11
OKCoin USA Inc.,11
"Kingston Financial, LLC",11
GREATER SUBURBAN ACCEPTANCE CORPORATION,11
"Real Estate Equity Exchange, Inc. d/b/a Unison",11
Kitch Acceptance Corp.,11
"ZINC Financial, Inc.,",11
SILVERGATE CAPITAL CORPORATION,11
"AUTO MARKET OF FLORIDA, CORP",11
Top Line Collectors LLC,11
Hirshberg Acceptance Corporation,11
Schukei Chevrolet Volkswagen,11
"NCS, Inc",11
CBV Collection Services Ltd.,11
Creditly Corp.,11
"Pinebrook Holdings, LLC",11
"Asset Recovery Group, Inc.",11
"Landmark Strategy Group, LLC",11
"Paragon Subrogation Services, Inc",11
"Southern Credit Recovery, Inc.",11
Allen & Withrow,11
RUOFF MORTGAGE,11
SFMC L.P.,11
"Winthrop Financial Resources, LLC",11
"Heavner, Beyers & Mihlar LLC",11
"Results Unlimited, Inc.",11
Lazega & Johanson LLC,11
"Student Loan Solutions, LLC",11
"BMANSOL Intermediate Holdings, Inc.",11
"RGL Associates, Inc.",11
"Affiliated Collection Services, LLC",11
"Blakely-Witt and Associates, Inc.",11
"Preferred Collection and Management, Inc.",11
Saint Services LLC,11
"Premier Recovery Services, LLC",11
"60 Month Loans, Inc.",11
MORTGAGE 1 INCORPORATION,11
First Bancorp North Carolina,11
"Insikt, Inc.",11
FIRST REPUBLIC BANK,11
"Cornerstone First Mortgage, Inc.",11
"Fold, Inc.",11
ALCAR INC.,11
"First Texas Auto Credit, Inc.",11
Washington Trust Bank Financial Corporation,11
"Madison Auto, LLC",11
"RSVP Lending, LLC dba RSVP Loans",11
AG AH LLC,11
"OM Financial, LLC",11
Bay Equity LLC,11
Bayside Credit,11
Sports & Imports Auto,11
"Cannon Finance, Inc.",11
"Family Choice Financial, Inc.",11
CHOICE CAPITAL FUND,11
"Cash Time Title Loans, Inc.",11
Elite Legal Practice PC,11
Main Resolution Group,11
"NEW WORLD COLLECTIONS, INC.",11
"The Commercial Collection Corporation of New York, Inc.",11
Leif Technologies Inc.,11
"Reliable Auto Finance, Inc.",11
Automated Accounts Management Services,11
"Jenkins, Wagnon & Young, P.C.",11
"International Recovery Associates, Inc.",10
We Collect Inc,10
Payment Resolution Services,10
National Capital Solutions,10
"Carter Business Service, Inc.",10
"Recovery Partners, LLC",10
"Collection Service Center, Inc.",10
"Capital Credit and Collection Service, Inc.",10
"Unlock Technologies, Inc.",10
"Parnell Law Group, LLC",10
"Quick Bridge Funding, LLC",10
"Full Circle Financial Services, LLC",10
"Fresh Start Funding, LLC",10
"Western Mercantile Agency, Inc",10
NETWORK CAPITAL FUNDING CORP,10
"Certified Bureau of the South, Inc",10
S.B.S. Trust Deed Network,10
PRIORITY PLUS FINANCIAL LLC,10
"AUDIT SYSTEMS,INC",10
BHA Services,10
"Arnold Scott Harris, P.C.",10
"Hodosh, Lyon & Hammer, PC",10
"THRIVE MORTGAGE, LLC",10
"Lending Force, LLC",10
CapitalCredit LLC,10
"Time Investment Company, Inc.",10
Keystone Credit Services LLC,10
"Prizm Financial Company, LLC",10
Judgment Acquisitions Unlimited Inc,10
700 Credit Experts,10
"ACCELERATED COLLECTION SERVICE, INC",10
"Roach & Murtha, P.C.",10
LEADER ONE FINANCIAL CORPORATION,10
"Trustly, Inc.",10
"MacDowell & Associates, Ltd.",10
Universal Envoy Corporation,10
VANDYK MORTGAGE CORPORATION,10
Next Level Finance Partners  LLC,10
The Cherrington Firm PLLC,10
"Modern Asset Management, Inc.",10
"Kind Holdings, LLC",10
SOUTHWEST COLLECTION SERVICES INC.,10
"EQUITY RESOURCES, INCORPORATED",10
PACIFIC CAPITAL EXCHANGE,10
Auto Buyers Credit LLC,10
"A+ Loans, Inc.",10
Snow and Sauerteig LLP,10
"Finance System of Green Bay, Inc.",10
"AUTO FINANCE USA, LLC",10
White Jacobs & Associates,10
"Southwood Financial, LLC.",10
Brown’s New Credit Bureau Inc.,10
"ALLSTATE LENDING GROUP, INC",10
Kason Credit Corporation,10
"Tona Mortgage, LLC",10
NATIONS RELIABLE LENDING LLC,10
"LPI, INC.",10
B&F Finance Corp.,10
Swe Homes LP,10
Hughes Finance,10
BIYING Inc,10
"Chek Cash, Inc.",10
Informative LLC,10
AdvantageFirst Lending Inc.,10
BROADVIEW MORTGAGE CORPORATION,10
"Columbia Collection Service, Inc.",10
ALL WESTERN MORTGAGE,10
"Financial Solutions Group, LLC",10
"JOHN GIBSON AUTO SALES, INC.",10
REMAX,10
NORTHERN HILLS COLLECTIONS INC.,10
"Kwikcash, Inc.",10
"Zendable, Inc.",10
"Auto Acceptance, LLC",10
STELLAR BANCORP INC.,10
BCI FINANCIAL,10
"Mary Jane M. Elliott, P.C. Attorneys At Law",10
ECredable,10
Faloni Law Group,10
WEICHERT FINANCIAL SERVICES,10
AMERICAN FINANCING CORPORATION,10
"City Enterprises, LLC",10
"A.C.S. Companies, Inc. I",10
Toyota Credit De Puerto Rico Corp.,10
Niagara Central Revenue,10
"North Shore Equities, Inc.",10
"Accelerated Portfolio, Inc.",10
ACCESS GROUP INC.,10
Evergreen Moneysource Mortgage Company,10
"CredHub, Inc",10
"Lanier Law Firm, LLC",10
Mezcal Corporation,10
"French Financial, Inc.",10
Pathfinder Credit Services,10
Fradkin & Weber PA,10
Collectibles Management Resources,10
"Triton Management Group, Inc",10
"Commercial Industries Services Company, Inc.",10
"Soja Management Services, LLC",10
STAR ONE CREDIT UNION,9
"Michigan Mutual, Inc.",9
South Carolina State Housing Finance and Development Authority,9
ABSOLUTE CREDIT  LLC,9
HOMESTAR FINANCIAL CORPORATION,9
"POM Recoveries, Inc.",9
"Kass Shuler, P.A.",9
"Frontier Consumer Law Group, LLC",9
"Retrieval-Masters Creditors Bureau, Inc., Elmsford, NY Branch",9
"Financial Recoveries, Inc.",9
LOAN SIMPLE INC.,9
Pharus Funding LLC,9
"Pro Com Services of Illinois, Inc.",9
KCB Credit LLC,9
"New Century Financial Services, Inc.",9
"FirstKey Holdings, LLC",9
"Wheels of Chicago, Inc.",9
American Location Specialists,9
"Century Finance, Inc.",9
Chaparral Inc,9
AmOne Corp.,9
Columbia Collectors Inc,9
Mortgage One Funding LLC,9
"LUKE, JOHNSON & LEWIS LLC",9
"Medical Society Business Services, Inc.",9
Marine One Acceptance Corporation,9
"Law Office of James R. Vaughan, P.C.",9
"Credit Bureau of Council Bluffs, Inc DBA Credit Information Systems",9
"GAMACHE & MYERS, PC",9
Credee Corporation,9
Sher & Shabsin PC,9
Celsius US Holding LLC,9
Turnbull Law Group,9
"Capital Alliance Financial, LLC",9
"Equity Auto Finance, Inc.",9
Courtesy Finance LLC,9
USForex Inc.,9
"Imperium Lending, LLC",9
"Creditech, Inc.",9
Illinois Collections Inc,9
"Tiffany & Bosco, P.A.",9
Houston Finance Co.,9
"Citizens Savings & Loan Corporation, Chattanooga, TN Branch",9
"NCC Holdings, LLC",9
"Collection Resources, Inc.",9
"AutoMoney, Inc.",9
eCon Credit LP,9
Credit Wellness LLC,9
"Kovitz Shifrin Nesbit, A Professional Corporation",9
CashMax LLC,9
ADESA CORPORATION,9
"Fairway Collections, LLC",9
"Amcap Investments, LLC",9
Atlantic Discount Corporation dba Atlantic Financial Services,9
E Mortgage,9
HIGHLANDS RESIDENTIAL MORTGAGE,9
"Check City Partnership, LLC",9
"SUMMIT FUNDING, INC.",9
"Advanced Recovery Systems, Inc.",9
"NIC, Inc.",9
CrediautoUSA Financial Company LLC,9
"Newman, Hesse & Associates, P. A.",9
Oklahoma Motor Credit Company,9
"Cedar Holdings, Inc.",9
"G&P Enterprises, LLC",9
Clearview Resolution Services,9
Tater Inc.,9
BROCKELBANK INC,9
"PAID IN FULL, INC.",9
National Management Recovery Corp. (NMRC),9
Bankers Auto Acceptance,9
Direct Cash LLC,9
"Credit Resolutions, LLC",9
"RAM America, Inc",9
Consolidation Capital,9
Patrick K Willis Company Inc,9
Zenith Financial Network Inc,9
"American Revenue Management, Inc.",9
"Yakima County Credit Service, INC",9
American Lending Finance,8
"Federal Cash Advance, LLC of Oklahoma",8
Crossroads Systems Inc.,8
"Orion Portfolio Services, LLC",8
EIC Enterprises,8
"Collection Services, Inc.",8
"Intermex Wire Transfer, LLC",8
Bayview Solutions LLC,8
"Crown Holdings, LLC",8
"Harvest Strategy Group, Inc.",8
McKenzie Paul & Associates,8
United Built Homes LLC,8
CUILA LLC,8
"M/I Homes, Inc.",8
Southeast Investment Corp,8
"Debt Direct Portfolio Management, LLC",8
"COMMERCIAL SERVICES GROUP, INC.",8
"Works & Lentz of Tulsa, Inc.",8
"Action Revenue Recovery, LLC",8
CRE Credit Services,8
Credit Bureau Services Inc.,8
"Apoyo Financiero, Inc.",8
"True Link Financial, Inc.",8
Ricart Financial Services,8
"American International Finance, Inc.",8
"Kenneth, Eisen & Associates, LTD.",8
"Financial Asset Management, Inc.",8
"Melar Investments, LLC",8
Grey Inc,8
"PRIMAVERA FINANCIAL, INC.",8
CreditWorks LLC,8
"Relin, Goldstein & Crane, LLP",8
"INTEGRAL RECOVERIES, INC.",8
Bell Global Services LLC,8
"PATRICK A. CAREY, P.A.",8
"PRG Ventures, Inc",8
"Advantage Plus Credit Reporting, Inc.",8
"Optimum Outcomes, Inc.",8
"Automotive Leasing Specialists, L.L.C.",8
"NATIONAL FUNDING, INC.",8
"Dean Morris, L.L.P.",8
Steel Lending Group LLC,8
"JSZ Financial Co., Inc.",8
"McCarthy & Holthus, LLP",8
"Finkelstein, Kern, Steinberg & Cunningham, PC",8
Strauss Factor Laing & Lyons,8
Bear Claw Lending dba Lucent Cash,8
"American Heritage Lending, LLC",8
"AMERIFIRST FINANCIAL, INC.",8
"Lakeview Law Group, PLLC",8
"ACQ Holdings, LLC.",8
"Statewide Tax Recovery, LLC",8
"Bursey & Associates, P.C.",8
"Expanse Financial Technologies, Inc. f/k/a Prepaid Ventures, LTD",8
Tesani Management Inc,8
"Money Stash, L.L.C.",8
National Check Resolution Inc.,8
"BH Financial Group, LLC",8
"Ragan & Ragan, P.C.",8
"Credit Solutions, LLC (KY)",8
STATE STREET BANK AND TRUST COMPANY,8
"OHara Holdings, LLP",8
"Celentano, Stadtmauer & Walentowicz, LLP",8
"DAS ACQUISITION COMPANY, LLC",8
"Eagle Accounts Group, Inc.",8
"Quality Recovery Services, Inc.",8
United Mortgage Lending LLC,8
"Gemini Direct LLC, dba Credit Innovation Group",8
Michael G. Niles,8
VIAMERICAS CORPORATION,8
State Finance Company,8
Start Connecting dba USA Student Debt Relief,8
Municipal Collections of America Inc.,8
"Independent Dealers' Advantage, LLC",8
Landmark Collection Services Inc.,8
Weimark,8
Richland Bureau of Credits Medical Service Bureau Inc.,8
Mankin Law Group,8
"NETWORK FUNDING, L.P.",8
"Surf Consultants, Inc.",8
"Neighborhood Autos, LLC",8
"Meade Recovery Services, LLC",8
"Nair & Levin, P.C.",8
"U.S. Equity Advantage Holdings, Inc.",8
DRIVE NOW ACCEPTANCE LLC,8
"OLD REPUBLIC TITLE HOLDING COMPANY, INC",8
NAFCO Finance,8
"Clarkson Law Firm, LLC",8
Quall Cardot LLP,8
"SERVISFIRST BANCSHARES, INC.",8
"NATIONWIDE MORTGAGE BANKERS, INC.",8
"Knight & Hooper, PLLC",8
EMBRACE HOME LOANS,8
Reliance Motor Credit LLC,8
"Overton, Russell, Doerr and Donovan, LLP",8
"CBA of GA, Inc.",7
"Mark A. Kirkorsky, PC",7
"SUCCESS MORTGAGE PARTNERS, INC",7
Advanced Recovery Group LLC,7
"Weber & Associates, Inc.",7
"Car Credit Finance, LLC",7
"Presto Loan Center, LLC",7
Astra Business Services,7
"Durrett Motor Company, Inc.",7
Ghidotti | Berger LLP,7
Foxstar Energy Resources LLC DBA Federal Student Loans Council,7
"TaxServ, LLC",7
LAKEVIEW LENDING LLC,7
"Array US, Inc",7
"JH Portfolio Debt Equities, LLC",7
"JHL, LLC",7
Pacific Rim Alliance Corporation,7
Milestone Parrish LLC,7
"Cloud Willis & Ellis, LLC",7
"Rock Creek Capital, LLC",7
AR Solutions Inc,7
Controlled Credit Corporation,7
AUTO CREDIT USA,7
"Professional Bureau of Collections of Maryland, Inc., GREENWOOD VILLAGE, CO Branch",7
Arco Collection Services LLC,7
"Coastal Capital Processing, LLC",7
"RANLife, Inc.",7
Gotham Collection Services Corp.,7
Redfin Corporation,7
"Location Services Holdings, LLC",7
"Nagle & Zaller, PC",7
LL Services Parent LLC,7
PROPEL FINANCIAL SERVICES LLC,7
"Lyon Collection Services, Inc",7
Royalty Management Corporation,7
"SW Linear Investment Group, LLC",7
JAMES B. NUTTER & COMPANY,7
Flat Six Holdings Inc.,7
"CBK, Inc.",7
EUSTIS MORTGAGE CORPORATION,7
"Wheel City Motors East, Inc.",7
"Dennis Dillon Auto Park and Truck Center, Inc.,",7
Lendtable Inc.,7
Western Management Consultants,7
"Account Recovery Specialists, Inc.",7
TH Professional & Medical Collections LTD,7
"FIRST METROPOLITAN FINANCIAL SERVICES, INC.",7
Asset Collections Inc,7
Senex Services Corp.,7
"Doxo, Inc.",7
Credit Repair Anywhere,7
Ameritan Group Services,7
Embassy Loans,7
Khoury Alternative Claims Management,7
"MUSA Holdings, LLC",7
"Collection Bureau Services, Inc.",7
"Donut, Inc.",7
"Crabtree Law, PA",7
"Larsen & Associates, P.L.",7
Merchants Credit LLC,7
"Capital Recovery Systems, Inc.",7
"NEU Money, Inc.",7
"Henley, Lotterhos & Henley, PLLC",7
ClearPath Lending,7
Upstate Remedial Management Inc,7
"TJC Mortgage, Inc.",7
EXCEL FINANCE COMPANY,7
"BUDGET CONTROL SERVICES, INC.",7
"Miguel A. Maza & Associates, PSC",7
RAYMOND JAMES BANK,7
Alliant Cooperative Data Solutions,7
"Double Diamond-Delaware, Inc.",7
General Credit Services,7
Rapid Home Lending Inc.,7
McMichael Taylor Gray LLC,7
Golden Entropy Marketing Inc,7
"NexGen Proceed, LLC",7
"Main Street Holdings, Inc.",7
"Parnell & Parnell, PA",7
TDN Acquisition Corporation,7
Deatrick & Spies PSC,7
Zachter PLLC,7
"Stone Creek Financial, Inc",7
I.A.C. INC,7
SOUTHEAST MORTGAGE OF GA INC,7
"BitGo Holdings, Inc.",7
"QuickClick Loans of Illinois, LLC",7
"Kahn, Dees, Donovan & Kahn, LLP",7
TOP FLITE FINANCIAL INC,7
Stone Higgs & Drexler,7
COMMUNITY REINVESTMENT FUND,7
"Kaman & Cusimano, LLC",7
Access Loan Services Inc.,7
CONTOUR MORTGAGE CORPORATION,7
"Chaplin & Papa, P.C.",7
"TESORO FINANCIAL, LLC",7
"Accord Business Funding, LLC",7
"Harmon Law Offices, P.C.",7
"JMC Leasing Specialties, LLC",7
First Consumers Financial LLC,7
Lawson Hamilton & Associates,7
"Credit Union Mortgage Association, Inc.",7
DCN Holdings Inc.,7
BID SOLUTIONS LLC,7
"Pintor Partners, LP",7
"AMERICAN BANCSHARES MORTGAGE, LLC",7
"Millsap & Singer, LLC",7
"JMS Associates, Inc.",7
Breit Investment,7
"New Era Asset Management, LLC",7
Colony Ridge Inc.,7
"Coast2Coast Mortgage, LLC",7
"Pennsylvania Auto Credit, Inc.",7
Riverwalk Financial Corporation,7
Minnesota Office of Higher Education,7
Nickel City Group LLC,7
"Pinata Rent, Inc",7
Makower Abbate Guerra Wegner Vollmer PLLC,7
"Camelot Financial Services, Inc.",7
Accounts Receivable Services,7
Bronstein & Weiss Arbitration,7
Cass & Associates,6
Creditor Advocates Inc,6
First Choice Assets LLC.,6
"Rubin & Debski, P.A.",6
Clayton Holdings LLC,6
Middle Georgia Management Services,6
"DMB Financial, LLC",6
Nexera Holding LLC,6
"Managed Recovery Systems, Inc.",6
National Default Servicing Corporation,6
"Allied Capital Management, Inc.",6
"IMPAC MORTGAGE HOLDINGS, INC.",6
"Southern Loans, Inc.",6
"Salander Enterprises, LLC",6
"Premier Mortgage Resources, LLC",6
Amos Financial LLC,6
"CERTIFIED COLLECTORS, INC.",6
Becker and Poliakoff,6
"Allied Collection Service, Inc. (Indiana)",6
CFW Holdings LLC,6
Ashwood Financial Inc,6
"Szuba & Associates, PLLC",6
DebtEaze,6
SC Opportunity Fund LLC,6
Receivables Management Corporation of America,6
ABC Credit & Recovery Services Inc.,6
Next Door Lending LLC,6
Manley Deas & Kochalski LLC,6
Buffalo Auto Acceptance Corp.,6
"Miller and Steeno, P.C.",6
Hanna Holdings Inc,6
Instarem PTE Limited,6
Roycroft Management,6
"Mirand Response Systems, Inc.",6
Quick Debt Services LLC,6
Old Republic National Title Holding Co.,6
"ThunderRoad Financial, LLC",6
"Rodriguez Fernandez Law Offices, LLC",6
"Red White and Blue Autos, Inc.",6
"Forward Funding Group, Inc.",6
"Robert W. Warner & Associates, P.C.",6
Lenox Financial Mortgage Corporation,6
"Rhodes, Kelly Assoc Inc",6
"First National Auto Sales, Inc",6
"The Allen Daniel Associates, Inc.",6
"Flatonia Investments, LLC",6
"GreenPath, Inc.",6
"MEDCAH, Inc.",6
"AutoBank Financial, LLC",6
CFS ACCEPTANCE,6
Assured Financial Partners,6
Integrity Financial Corp. DBA US Loan Servicing,6
"Cherry Creek Corporate, LLC",6
Integra Auto Capital,6
"Walwick, Inc",6
Bella Sloan Enterprises,6
HFS Financial LLC,6
"Capital Eleven Auto, LLC dba Capital Auto Loan",6
"Elite Financial Services, Inc.",6
"General Recovery Services of WV, Inc.",6
"Statewide Mortgage, LLC",6
"Verified First, LLC",6
"Credit & Collection Recovery Services, Inc.",6
Student Loan Direct,6
US MORTGAGE CORPORATION,6
Trusted Mortgage Capital Inc,6
"Peterson Enterprises, Inc.",6
Lightning Mortgage Holding Company Inc,6
Rock Holdings Inc.,6
"Bastion Consumer Funding I, LLC",6
"Vinci Law Office, LLC",6
Ardmore Finance Corporation,6
Procollect Services LLC,6
"Lendsmart, Inc.",6
Merchants Automotive Group LLC,6
"AXIA FINANCIAL, LLC",6
The Cadle Company,6
PRIMERA FINANCIAL CORP.,6
Wave Financial USA Inc.,6
MIRACLE FINANCE LTD,6
"CJA Auto Sales, Inc.",6
R&M Marketing Associates LLC,6
"Mammoth Tech, Inc.",6
Certified Recovery Inc,6
SL Finance LLC,6
"Emmett L. Goodman, Jr., LLC",6
"BQ & Associates, P.C., L.L.O.",6
Advise Solutions Services LLC,6
The Judgment Group,6
PAY-O-MATIC,6
AE Tradings Inc,6
"Rogers, Carter & Payne, LLC",6
"Blackstad, Hrabe, Kirlorsky, LLC",6
"The Levinbook Law Firm, P.C.",6
"Accounts Receivable Management, Inc",6
MANN FINANCIAL INC.,6
Southwest Mediation Service,6
Vermont Student Assistance Corporation,6
"Metallicus, Inc.",6
AIH Receivables Management Inc.,6
"Trojan Professional Services, Inc.",6
Courtesy Loans of Oklahoma LLC.,6
Awar Holding Inc.,6
HKM and Associates,6
"Bonded Business Services, Ltd.",6
"C & M Associates Group, Inc.",6
Cliff Lending Inc. d/b/a Advance Loan Solutions,6
"Credit Collection Partners, Inc.",6
"Caddis Funding, LLC",6
MORTGAGE INVESTORS CORPORATION,6
"Prodigy Finance Servicing, LLC",6
"RCN Capital, LLC",6
"Delivery Financial Services, LLC",6
"Unique Management Services, Inc",6
"Prohealth Care, Inc",6
"LPH, Inc.",6
Tiffany & Tiffany PLLC,6
"Mid-America Accounts Control Bureau, Inc.",6
"CREDIT BUREAU OF LEWISTON-CLARKSTON, INC",6
"NEW IMAGITAS, INC",6
"CHECK CASHIERS, INC.",6
VIN Title LLC d/b/a Discount Title Loan,6
"Tomo Networks, Inc.",6
"GRIFFIN FUNDING, INC.",6
Northwest Collectors Inc.,6
ICUL Service Corporation,6
